user_id,movie_id,rating
2,113862.0,3.0
2,114898.0,3.0
2,109444.0,4.0
2,109830.0,3.0
2,111257.0,3.0
2,112966.0,4.0
2,107616.0,3.0
2,107818.0,4.0
2,108333.0,3.0
2,99348.0,5.0
3,110912.0,4.5
3,109813.0,2.5
3,108052.0,3.0
3,117998.0,3.5
3,120669.0,4.0
3,98084.0,3.0
3,142342.0,3.0
3,162677.0,3.5
3,310793.0,3.5
3,338013.0,3.0
3,316654.0,3.0
3,250440.0,3.5
4,113492.0,3.0
4,110357.0,5.0
4,111503.0,3.0
4,107076.0,4.0
4,53271.0,4.0
4,78446.0,5.0
4,100519.0,5.0
4,102975.0,3.0
4,103776.0,3.0
4,105435.0,5.0
4,84516.0,5.0
4,104714.0,3.0
4,102803.0,4.0
4,53285.0,5.0
4,88161.0,5.0
4,84827.0,4.0
4,79367.0,5.0
4,89469.0,4.0
4,91605.0,5.0
4,78346.0,5.0
4,131325.0,1.0
4,94737.0,5.0
4,104839.0,3.0
4,83767.0,3.0
5,112697.0,4.0
5,99785.0,4.0
5,117218.0,3.5
5,32138.0,4.0
5,98635.0,4.0
5,128853.0,4.0
5,396269.0,4.5
6,110413.0,5.0
6,120647.0,0.5
6,74812.0,3.0
7,112431.0,4.0
7,103064.0,3.0
7,108598.0,5.0
7,86879.0,5.0
7,72431.0,3.0
7,84503.0,3.0
8,114369.0,5.0
8,107977.0,3.5
8,108002.0,2.0
8,103064.0,4.0
8,80684.0,3.5
8,116695.0,3.0
8,120647.0,3.5
8,80339.0,4.5
8,169547.0,4.5
8,120689.0,4.5
8,181865.0,4.5
8,211915.0,4.0
8,266697.0,5.0
8,358273.0,3.5
9,108052.0,5.0
9,102926.0,4.0
9,119217.0,4.0
9,104257.0,3.0
9,120587.0,2.0
9,120784.0,3.0
10,112288.0,4.0
10,109592.0,4.0
10,105236.0,3.0
10,82971.0,4.0
10,88011.0,4.0
10,150377.0,3.0
10,120188.0,4.0
11,116367.0,1.0
11,33467.0,5.0
11,167404.0,3.0
11,310793.0,3.0
11,94791.0,5.0
11,1345836.0,4.5
12,108065.0,1.0
12,58331.0,1.0
12,96332.0,1.0
12,92076.0,4.0
12,63442.0,1.0
12,186045.0,1.0
12,99800.0,2.0
12,200530.0,3.0
12,161081.0,4.0
12,195234.0,4.0
12,160009.0,5.0
13,99348.0,4.0
13,185906.0,4.5
14,216216.0,3.0
15,112641.0,3.5
15,112281.0,1.0
15,113862.0,2.0
15,115759.0,1.5
15,109759.0,4.0
15,110148.0,2.0
15,108394.0,4.0
15,110357.0,4.0
15,105226.0,3.5
15,111257.0,4.0
15,106977.0,5.0
15,108160.0,2.0
15,103639.0,0.5
15,116905.0,5.0
15,117333.0,1.0
15,103850.0,4.0
15,78788.0,5.0
15,78748.0,4.0
15,97202.0,4.0
15,71562.0,5.0
15,57115.0,1.5
15,61512.0,2.5
15,88258.0,4.0
15,117666.0,1.0
15,118111.0,4.0
15,116922.0,4.0
15,120053.0,1.5
15,116041.0,3.0
15,120032.0,2.0
15,117561.0,4.0
15,119738.0,3.5
15,118571.0,1.0
15,119107.0,2.0
15,118749.0,3.0
15,119217.0,4.0
15,120255.0,4.0
15,119099.0,3.5
15,120841.0,2.0
15,120647.0,2.0
15,127723.0,2.5
15,120902.0,2.0
15,120591.0,2.0
15,67116.0,3.0
15,87363.0,3.0
15,88161.0,2.0
15,120832.0,1.0
15,128442.0,3.0
15,120587.0,2.0
15,104952.0,3.5
15,138097.0,2.0
15,88933.0,3.0
15,91064.0,3.5
15,120784.0,1.0
15,74812.0,2.0
15,133093.0,5.0
15,129280.0,1.0
15,97428.0,3.5
15,149261.0,2.0
15,56193.0,3.0
15,56443.0,4.0
15,165854.0,4.0
15,120596.0,1.0
15,94012.0,4.0
15,28950.0,1.0
15,120689.0,1.0
15,120866.0,1.0
15,100318.0,2.0
15,104694.0,2.0
15,134084.0,1.0
15,184858.0,1.5
15,91934.0,1.0
15,36775.0,2.5
15,75860.0,4.0
15,186151.0,2.0
15,154421.0,4.0
15,171359.0,3.0
15,120755.0,1.0
15,71807.0,2.0
15,86979.0,4.0
15,91635.0,5.0
15,186253.0,2.0
15,159382.0,2.0
15,52561.0,3.0
15,209958.0,2.0
15,181875.0,3.0
15,186894.0,4.0
15,180073.0,1.0
15,92106.0,3.0
15,241303.0,2.0
15,244244.0,2.0
15,212720.0,1.0
15,162346.0,3.0
15,98343.0,1.0
15,196229.0,3.0
15,64652.0,3.5
15,238546.0,1.0
15,258000.0,1.0
15,94137.0,2.5
15,121765.0,3.0
15,298798.0,1.5
15,280590.0,2.0
15,253556.0,1.0
15,265459.0,1.0
15,120536.0,4.0
15,110308.0,5.0
15,257360.0,1.0
15,313737.0,4.5
15,264464.0,2.5
15,317248.0,2.0
15,84737.0,3.0
15,315327.0,2.0
15,332379.0,2.0
15,313542.0,2.5
2,109446.0,4.0
3,86190.0,3.0
4,54215.0,5.0
5,116483.0,4.0
6,52357.0,4.0
7,113189.0,3.0
7,71853.0,4.0
8,110638.0,2.0
8,117381.0,4.0
8,73195.0,4.0
8,87332.0,3.5
8,245844.0,5.0
10,86190.0,4.0
12,200550.0,5.0
12,236388.0,5.0
14,87332.0,3.0
15,113097.0,3.5
15,108399.0,4.0
15,115857.0,2.0
15,56923.0,4.0
15,71853.0,2.5
15,50212.0,4.0
15,115964.0,3.0
15,24216.0,3.0
